,NewGenPopulation,NewGenOrange,NewGenYellow,NewGenBlue,TotalPop,TotalOrange,TotalYellow,TotalBlue,ShareOrange,ShareYellow,ShareBlue,BestStrategy,Pred_O,Pred_Y,Pred_B
210,3287,2993,103,191,9878,8246.0,269.0,1363.0,0.8347843693055275,0.027232233245596274,0.13798339744887628,Orange,,,
211,3280,3057,139,84,9867,8821.0,331.0,715.0,0.8939900679031114,0.03354616398094659,0.07246376811594203,Orange,,,
212,3262,3041,203,18,9829,9091.0,445.0,293.0,0.9249160647064808,0.04527418862549598,0.029809746668023197,Orange,,,
213,3253,2969,271,13,9795,9067.0,613.0,115.0,0.9256763654925982,0.0625829504849413,0.01174068402246044,Orange,,,
214,3245,2838,396,11,9760,8848.0,870.0,42.0,0.9065573770491804,0.08913934426229508,0.00430327868852459,Orange,,,
215,3236,2685,545,6,9734,8492.0,1212.0,30.0,0.8724059995890693,0.12451201972467639,0.003081980686254366,Orange,,,
216,3278,2512,758,8,9759,8035.0,1699.0,25.0,0.823342555589712,0.17409570652730813,0.0025617378829798135,Orange,,,
217,3318,2235,1055,28,9832,7432.0,2358.0,42.0,0.7558991049633849,0.23982912937347436,0.004271765663140765,Orange,,,
218,3363,1932,1395,36,9959,6679.0,3208.0,72.0,0.6706496636208454,0.3221206948488804,0.007229641530274124,Orange,,,
219,3311,1515,1761,35,9992,5682.0,4211.0,99.0,0.5686549239391513,0.4214371497197758,0.009907926341072858,Yellow,,,
220,3364,1135,2177,52,10038,4582.0,5333.0,123.0,0.45646543136082884,0.5312811316995417,0.012253436939629408,Yellow,,,
221,3427,752,2597,78,10102,3402.0,6535.0,165.0,0.33676499703029106,0.646901603642843,0.016333399326865967,Yellow,,,
222,3422,414,2921,87,10213,2301.0,7695.0,217.0,0.225301086850093,0.7534514834035053,0.021247429746401644,Yellow,,,
223,3446,200,3127,119,10295,1366.0,8645.0,284.0,0.13268576979116076,0.8397280233122875,0.027586206896551724,Yellow,,,
224,3411,70,3180,161,10279,684.0,9228.0,367.0,0.066543438077634,0.8977526996789571,0.03570386224340889,Yellow,,,
225,3327,35,3075,217,10184,305.0,9382.0,497.0,0.029948939512961507,0.921249018067557,0.04880204241948154,Yellow,,,
226,3268,11,2949,308,10006,116.0,9204.0,686.0,0.011593044173495902,0.9198480911453129,0.06855886468119128,Yellow,,,
227,3268,6,2830,432,9863,52.0,8854.0,957.0,0.005272229544763257,0.8976984690256514,0.09702930142958532,Yellow,,,
228,3278,22,2649,607,9814,39.0,8428.0,1347.0,0.003973914815569595,0.8587731811697575,0.1372529040146729,Yellow,,,
229,3273,24,2420,829,9819,52.0,7899.0,1868.0,0.005295854975048375,0.8044607393828292,0.19024340564212242,Yellow,,,
230,3252,16,2110,1126,9803,62.0,7179.0,2562.0,0.006324594511884117,0.73232683872284,0.26134856676527596,Yellow,,,
231,3214,24,1736,1454,9739,64.0,6266.0,3409.0,0.006571516582811377,0.6433925454358764,0.3500359379813123,Yellow,,,
232,3274,35,1385,1854,9740,75.0,5231.0,4434.0,0.0077002053388090345,0.5370636550308008,0.45523613963039017,Blue,,,
233,3291,62,962,2267,9779,121.0,4083.0,5575.0,0.012373453318335208,0.41752735453522855,0.5700991921464362,Blue,,,
234,3316,80,628,2608,9881,177.0,2975.0,6729.0,0.017913166683534057,0.30108288634753566,0.6810039469689303,Blue,,,
235,3320,88,315,2917,9927,230.0,1905.0,7792.0,0.023169134683187268,0.19190087639770323,0.7849299889191095,Blue,,,
236,3284,123,154,3007,9920,291.0,1097.0,8532.0,0.02933467741935484,0.11058467741935483,0.8600806451612903,Blue,,,
237,3320,165,61,3094,9924,376.0,530.0,9018.0,0.03788794840790004,0.053405884723901655,0.9087061668681983,Blue,,,
238,3315,237,14,3064,9919,525.0,229.0,9165.0,0.0529287226534933,0.023087004738380885,0.9239842726081258,Blue,,,
239,3255,333,4,2918,9890,735.0,79.0,9076.0,0.0743174924165824,0.007987866531850353,0.9176946410515673,Blue,,,
240,3233,460,8,2765,9803,1030.0,26.0,8747.0,0.10506987656839743,0.002652249311435275,0.8922778741201673,Blue,,,
241,3241,637,8,2596,9729,1430.0,20.0,8279.0,0.14698324596566964,0.0020557097337855893,0.8509610443005448,Blue,,,
242,3263,887,20,2356,9737,1984.0,36.0,7717.0,0.20375885796446544,0.003697237342097155,0.7925439046934374,Blue,,,
243,3290,1194,26,2070,9794,2718.0,54.0,7022.0,0.2775168470492138,0.005513579742699612,0.7169695732080866,Blue,,,
244,3353,1562,41,1750,9906,3643.0,87.0,6176.0,0.3677569150010095,0.008782556026650516,0.62346052897234,Blue,,,
245,3372,1995,48,1329,10015,4751.0,115.0,5149.0,0.4743884173739391,0.011482775836245632,0.5141288067898153,Orange,,,
246,3379,2370,67,942,10104,5927.0,156.0,4021.0,0.5865993665874901,0.015439429928741092,0.3979612034837688,Orange,,,
247,3371,2729,78,564,10122,7094.0,193.0,2835.0,0.7008496344595929,0.019067377988539816,0.2800829875518672,Orange,,,
248,3368,2967,102,299,10118,8066.0,247.0,1805.0,0.7971931211701917,0.024411939118402847,0.1783949397114054,Orange,,,
249,3342,3082,144,116,10081,8778.0,324.0,979.0,0.8707469497073703,0.03213966868366234,0.09711338160896736,Orange,,,
250,3346,3102,187,57,10056,9151.0,433.0,472.0,0.9100039777247414,0.04305887032617343,0.046937151949085126,Orange,,,
251,3296,3004,266,26,9984,9188.0,597.0,199.0,0.9202724358974359,0.05979567307692308,0.019931891025641024,Orange,,,
252,3234,2853,376,5,9876,8959.0,829.0,88.0,0.9071486431753747,0.08394086674767112,0.008910490076954233,Orange,,,
253,3231,2711,517,3,9761,8568.0,1159.0,34.0,0.8777789160946624,0.11873783423829526,0.003483249667042311,Orange,,,
254,3230,2482,720,28,9695,8046.0,1613.0,36.0,0.8299123259412068,0.1663744198040227,0.0037132542547705003,Orange,,,
255,3236,2255,967,14,9697,7448.0,2204.0,45.0,0.7680725997731257,0.2272867897287821,0.004640610498092193,Orange,,,
256,3253,1924,1289,40,9719,6661.0,2976.0,82.0,0.6853585759851837,0.3062043420104949,0.008437082004321432,Orange,,,
257,3257,1542,1684,31,9746,5721.0,3940.0,85.0,0.5870100554073466,0.4042684178124359,0.008721526780217525,Yellow,,,
258,3273,1153,2071,49,9783,4619.0,5044.0,120.0,0.47214555862209956,0.5155882653582745,0.012266176019625881,Yellow,,,
259,3271,761,2433,77,9801,3456.0,6188.0,157.0,0.3526170798898072,0.6313641465156616,0.01601877359453117,Yellow,,,
260,3275,485,2707,83,9819,2399.0,7211.0,209.0,0.2443222324065587,0.734392504328343,0.02128526326509828,Yellow,,,
261,3274,226,2950,98,9820,1472.0,8090.0,258.0,0.14989816700610997,0.8238289205702648,0.026272912423625255,Yellow,,,
262,3310,101,3059,150,9859,812.0,8716.0,331.0,0.08236129424890963,0.8840653210264733,0.0335733847246171,Yellow,,,
263,3272,42,3030,200,9856,369.0,9039.0,448.0,0.037439123376623376,0.9171063311688312,0.045454545454545456,Yellow,,,
264,3259,23,2952,284,9841,166.0,9041.0,634.0,0.0168682044507672,0.9187074484300376,0.0644243471191952,Yellow,,,
265,3250,7,2845,398,9781,72.0,8827.0,882.0,0.007361210510172784,0.9024639607402106,0.0901748287496166,Yellow,,,
266,3256,4,2693,559,9765,34.0,8490.0,1241.0,0.0034818228366615463,0.869431643625192,0.12708653353814645,Yellow,,,
267,3248,16,2454,778,9754,27.0,7992.0,1735.0,0.0027680951404551978,0.8193561615747386,0.17787574328480624,Yellow,,,
268,3281,22,2198,1061,9785,42.0,7345.0,2398.0,0.004292284108329075,0.7506387327542157,0.2450689831374553,Yellow,,,
269,3355,47,1896,1412,9884,85.0,6548.0,3251.0,0.008599757183326588,0.6624848239579118,0.32891541885876163,Yellow,,,
270,3416,69,1538,1809,10052,138.0,5632.0,4282.0,0.013728611221647433,0.5602865101472344,0.42598487863111817,Blue,,,
271,3458,68,1127,2263,10229,184.0,4561.0,5484.0,0.017988073125427707,0.4458891387232379,0.5361227881513344,Blue,,,
272,3441,77,758,2606,10315,214.0,3423.0,6678.0,0.020746485700436256,0.33184682501211826,0.6474066892874455,Blue,,,
273,3452,74,427,2951,10351,219.0,2312.0,7820.0,0.02115737609892764,0.22336006182977491,0.7554825620712975,Blue,,,
274,3427,103,207,3117,10320,254.0,1392.0,8674.0,0.024612403100775195,0.13488372093023257,0.8405038759689922,Blue,,,
275,3431,132,76,3223,10310,309.0,710.0,9291.0,0.02997090203685742,0.06886517943743937,0.9011639185257032,Blue,,,
276,3328,191,24,3113,10186,426.0,307.0,9453.0,0.0418221087767524,0.03013940702925584,0.9280384841939917,Blue,,,
277,3243,269,11,2963,10002,592.0,111.0,9299.0,0.0591881623675265,0.011097780443911218,0.9297140571885623,Blue,,,
278,3235,364,6,2865,9806,824.0,41.0,8941.0,0.08403018560065266,0.0041811136039159695,0.9117887007954314,Blue,,,
279,3247,519,10,2718,9725,1152.0,27.0,8546.0,0.11845758354755784,0.002776349614395887,0.8787660668380463,Blue,,,
280,3269,714,24,2531,9751,1597.0,40.0,8114.0,0.16377807404368783,0.004102143369910778,0.8321197825864014,Blue,,,
281,3298,960,28,2310,9814,2193.0,62.0,7559.0,0.22345628693702874,0.006317505604238842,0.7702262074587324,Blue,,,
282,3311,1314,22,1975,9878,2988.0,74.0,6816.0,0.3024903826685564,0.007491395019234663,0.690018222312209,Blue,,,
283,3375,1675,30,1670,9984,3949.0,80.0,5955.0,0.3955328525641026,0.008012820512820512,0.5964543269230769,Orange,,,
284,3407,2122,57,1228,10093,5111.0,109.0,4873.0,0.5063905677202021,0.010799564054295056,0.4828098682255028,Orange,,,
285,3376,2499,72,805,10158,6296.0,159.0,3703.0,0.6198070486316204,0.015652687536916714,0.3645402638314629,Orange,,,
286,3410,2847,84,479,10193,7468.0,213.0,2512.0,0.7326596683998823,0.02089669380947709,0.24644363779064063,Orange,,,
287,3425,3074,99,252,10211,8420.0,255.0,1536.0,0.8246009205758495,0.02497306825971991,0.15042601116443052,Orange,,,
288,3401,3145,143,113,10236,9066.0,326.0,844.0,0.8856975381008206,0.031848378272762795,0.08245408362641657,Orange,,,
289,3366,3154,182,30,10192,9373.0,424.0,395.0,0.9196428571428571,0.041601255886970175,0.03875588697017268,Orange,,,
290,3274,2990,268,16,10041,9289.0,593.0,159.0,0.9251070610496962,0.05905786276267304,0.015835076187630713,Orange,,,
291,3251,2868,372,11,9891,9012.0,822.0,57.0,0.9111313315134971,0.08310585380649074,0.005762814680012132,Orange,,,
292,3246,2710,516,20,9771,8568.0,1156.0,47.0,0.8768805649370587,0.11830928257087299,0.004810152492068366,Orange,,,
293,3250,2520,721,9,9747,8098.0,1609.0,40.0,0.830819739406997,0.1650764337744947,0.004103826818508259,Orange,,,
294,3273,2282,971,20,9769,7512.0,2208.0,49.0,0.7689630463711741,0.226021087112294,0.005015866516531887,Orange,,,
295,3292,1976,1294,22,9815,6778.0,2986.0,51.0,0.6905756495160469,0.3042282221090168,0.005196128374936322,Orange,,,
296,3340,1631,1665,44,9905,5889.0,3930.0,86.0,0.5945482079757698,0.3967693084300858,0.008682483594144372,Yellow,,,
297,3389,1238,2089,62,10021,4845.0,5048.0,128.0,0.48348468216744833,0.503742141502844,0.012773176329707614,Yellow,,,
298,3427,843,2525,59,10156,3712.0,6279.0,165.0,0.36549822764868056,0.6182552185899961,0.016246553761323355,Yellow,,,
299,3429,513,2841,75,10245,2594.0,7455.0,196.0,0.2531966813079551,0.7276720351390923,0.01913128355295266,Yellow,,,
300,3451,280,3075,96,10307,1636.0,8441.0,230.0,0.15872707868438926,0.8189579897157272,0.022314931599883573,Yellow,,,
301,3443,99,3215,129,10323,892.0,9131.0,300.0,0.08640898963479608,0.8845296909813039,0.02906131938390003,Yellow,,,
302,3393,52,3159,182,10287,431.0,9449.0,407.0,0.041897540585204625,0.9185379605327112,0.03956449888208419,Yellow,,,
303,3288,16,3023,249,10124,167.0,9397.0,560.0,0.016495456341367048,0.9281904385618333,0.05531410509679968,Yellow,,,
304,3234,10,2874,350,9915,78.0,9056.0,781.0,0.007866868381240545,0.9133635905194151,0.07876954109934443,Yellow,,,
305,3240,11,2734,495,9762,37.0,8631.0,1094.0,0.00379020692481049,0.8841425937307928,0.11206719934439664,Yellow,,,
306,3240,12,2550,678,9714,33.0,8158.0,1523.0,0.0033971587399629403,0.8398188182005353,0.15678402305950176,Yellow,,,
307,3247,20,2292,935,9727,43.0,7576.0,2108.0,0.004420684692094171,0.778862958774545,0.21671635653336074,Yellow,,,
308,3228,18,1986,1224,9715,50.0,6828.0,2837.0,0.0051466803911477095,0.7028306742151312,0.292022645393721,Yellow,,,
309,3206,26,1597,1583,9681,64.0,5875.0,3742.0,0.006610887305030472,0.6068587955789692,0.3865303171160004,Yellow,,,
310,3276,52,1232,1992,9710,96.0,4815.0,4799.0,0.009886714727085478,0.49588053553038103,0.49423274974253345,Blue,,,
311,3319,62,833,2424,9801,140.0,3662.0,5999.0,0.014284256708499133,0.373635343332313,0.6120803999591878,Blue,,,
312,3344,76,523,2745,9939,190.0,2588.0,7161.0,0.019116611329107556,0.2603883690512124,0.7204950196196801,Blue,,,
313,3346,118,239,2989,10009,256.0,1595.0,8158.0,0.02557698071735438,0.15935657907882905,0.8150664402038166,Blue,,,
314,3358,141,133,3084,10048,335.0,895.0,8818.0,0.033339968152866245,0.08907245222929937,0.8775875796178344,Blue,,,
315,3333,202,41,3090,10037,461.0,413.0,9163.0,0.04593005878250473,0.041147753312742855,0.9129221879047524,Blue,,,
316,3273,282,19,2972,9964,625.0,193.0,9146.0,0.06272581292653553,0.01936973103171417,0.9179044560417503,Blue,,,
317,3274,391,13,2870,9880,875.0,73.0,8932.0,0.08856275303643725,0.007388663967611336,0.9040485829959514,Blue,,,
318,3252,553,7,2692,9799,1226.0,39.0,8534.0,0.125114807633432,0.003979997958975406,0.8709051944075926,Blue,,,
319,3254,751,11,2492,9780,1695.0,31.0,8054.0,0.17331288343558282,0.0031697341513292434,0.8235173824130879,Blue,,,
320,3280,1032,22,2226,9786,2336.0,40.0,7410.0,0.2387083588800327,0.004087471898630697,0.7572041692213366,Blue,,,
321,3270,1365,32,1873,9804,3148.0,65.0,6591.0,0.32109343125254997,0.006629946960424317,0.6722766217870257,Blue,,,
322,3280,1744,38,1498,9830,4141.0,92.0,5597.0,0.4212614445574771,0.009359104781281791,0.5693794506612411,Orange,,,
323,3276,2125,57,1094,9826,5234.0,127.0,4465.0,0.532668430694077,0.012924893140647263,0.4544066761652758,Orange,,,
324,3294,2504,54,736,9850,6373.0,149.0,3328.0,0.647005076142132,0.015126903553299492,0.33786802030456853,Orange,,,
325,3312,2822,78,412,9882,7451.0,189.0,2242.0,0.7539971665654726,0.01912568306010929,0.22687715037441814,Orange,,,
326,3319,3033,98,188,9925,8359.0,230.0,1336.0,0.8422166246851386,0.023173803526448364,0.1346095717884131,Orange,,,
327,3305,3084,130,91,9936,8939.0,306.0,691.0,0.899657809983897,0.030797101449275364,0.0695450885668277,Orange,,,
328,3304,3074,185,45,9928,9191.0,413.0,324.0,0.9257655116841257,0.04159951651893634,0.03263497179693795,Orange,,,
329,3244,2967,260,17,9853,9125.0,575.0,153.0,0.9261138739470212,0.058357860550086266,0.01552826550289252,Orange,,,
330,3251,2875,367,9,9799,8916.0,812.0,71.0,0.9098887641596082,0.0828655985304623,0.007245637309929585,Orange,,,
331,3260,2739,505,16,9755,8581.0,1132.0,42.0,0.8796514607893388,0.11604305484366992,0.004305484366991286,Orange,,,
332,3286,2554,712,20,9797,8168.0,1584.0,45.0,0.8337246095743595,0.16168214759620292,0.004593242829437583,Orange,,,
333,3305,2316,965,24,9851,7609.0,2182.0,60.0,0.7724088924982235,0.2215003552938788,0.006090752207897675,Orange,,,
334,3324,1994,1297,33,9915,6864.0,2974.0,77.0,0.6922844175491679,0.2999495713565305,0.007766011094301564,Orange,,,
335,3361,1636,1681,44,9990,5946.0,3943.0,101.0,0.5951951951951951,0.3946946946946947,0.01011011011011011,Yellow,,,
336,3415,1246,2124,45,10100,4876.0,5102.0,122.0,0.48277227722772276,0.5051485148514852,0.01207920792079208,Yellow,,,
337,3399,796,2543,60,10175,3678.0,6348.0,149.0,0.36147420147420145,0.6238820638820639,0.014643734643734644,Yellow,,,
338,3423,459,2890,74,10237,2501.0,7557.0,179.0,0.24430985640324313,0.7382045521148775,0.017485591481879458,Yellow,,,
339,3467,261,3105,101,10289,1516.0,8538.0,235.0,0.14734182136262028,0.8298182525026727,0.022839926134706968,Yellow,,,
340,3445,79,3233,133,10335,799.0,9228.0,308.0,0.07731011127237543,0.89288824383164,0.029801644895984518,Yellow,,,
341,3359,32,3138,189,10271,372.0,9476.0,423.0,0.036218479213319055,0.9225976049070198,0.04118391587966118,Yellow,,,
342,3264,11,2984,269,10068,122.0,9355.0,591.0,0.012117600317838697,0.929181565355582,0.058700834326579264,Yellow,,,
343,3239,10,2854,375,9862,53.0,8976.0,833.0,0.005374163455688501,0.9101602109105658,0.0844656256337457,Yellow,,,
344,3248,4,2720,524,9751,25.0,8558.0,1168.0,0.0025638396061942363,0.8776535739924111,0.11978258640139473,Yellow,,,
345,3265,20,2521,724,9752,34.0,8095.0,1623.0,0.003486464315012305,0.8300861361771944,0.16642739950779328,Yellow,,,
346,3307,18,2290,999,9820,42.0,7531.0,2247.0,0.004276985743380856,0.7669042769857434,0.22881873727087576,Yellow,,,
347,3318,26,1973,1319,9890,64.0,6784.0,3042.0,0.006471183013144591,0.6859453993933265,0.3075834175935288,Yellow,,,
348,3358,50,1595,1713,9983,94.0,5858.0,4031.0,0.009416007212260843,0.5867975558449364,0.40378643694280275,Blue,,,
349,3408,61,1197,2150,10084,137.0,4765.0,5182.0,0.013585878619595398,0.47253074176913923,0.5138833796112654,Blue,,,
350,3474,80,834,2560,10240,191.0,3626.0,6423.0,0.01865234375,0.3541015625,0.62724609375,Blue,,,
351,3509,86,515,2908,10391,227.0,2546.0,7618.0,0.021845828120488884,0.24501972861129823,0.7331344432682129,Blue,,,
352,3451,109,212,3130,10434,275.0,1561.0,8598.0,0.026356143377419972,0.14960705386237302,0.824036802760207,Blue,,,
353,3478,158,103,3217,10438,353.0,830.0,9255.0,0.033818739222073194,0.07951714887909561,0.8866641118988312,Blue,,,
354,3382,213,42,3127,10311,480.0,357.0,9474.0,0.04655222577829502,0.034623217922606926,0.9188245562990981,Blue,,,
355,3249,291,22,2936,10109,662.0,167.0,9280.0,0.06548620041547136,0.016519932733208034,0.9179938668513206,Blue,,,
356,3249,406,4,2839,9880,910.0,68.0,8902.0,0.09210526315789473,0.006882591093117409,0.9010121457489878,Blue,,,
357,3254,555,18,2681,9752,1252.0,44.0,8456.0,0.12838392124692372,0.004511894995898278,0.867104183757178,Blue,,,
358,3270,784,14,2472,9773,1745.0,36.0,7992.0,0.1785531566560933,0.0036836181315870256,0.8177632252123197,Blue,,,
359,3278,1038,24,2216,9802,2377.0,56.0,7369.0,0.2425015302999388,0.005713119771475209,0.751785349928586,Blue,,,
360,3278,1385,20,1873,9826,3207.0,58.0,6561.0,0.32637899450437613,0.005902707103602686,0.6677182983920211,Blue,,,
361,3304,1797,34,1473,9860,4220.0,78.0,5562.0,0.4279918864097363,0.007910750507099391,0.5640973630831643,Orange,,,
362,3322,2184,58,1080,9904,5366.0,112.0,4426.0,0.5418012924071083,0.011308562197092083,0.4468901453957997,Orange,,,
363,3359,2581,72,706,9985,6562.0,164.0,3259.0,0.657185778668002,0.01642463695543315,0.32638958437656485,Orange,,,
364,3380,2878,95,407,10061,7643.0,225.0,2193.0,0.7596660371732432,0.02236358214889176,0.21797038067786503,Orange,,,
365,3337,3040,123,174,10076,8499.0,290.0,1287.0,0.843489479952362,0.028781262405716553,0.1277292576419214,Orange,,,
366,3340,3094,164,82,10057,9012.0,382.0,663.0,0.8960922740379835,0.03798349408372278,0.06592423187829373,Orange,,,
367,3330,3073,221,36,10007,9207.0,508.0,292.0,0.9200559608274208,0.050764464874587786,0.029179574297991406,Orange,,,
368,3315,2981,325,9,9985,9148.0,710.0,127.0,0.9161742613920881,0.07110665998998497,0.01271907861792689,Orange,,,
369,3272,2818,443,11,9917,8872.0,989.0,56.0,0.8946253907431683,0.0997277402440254,0.005646869012806292,Orange,,,
370,3289,2653,623,13,9876,8452.0,1391.0,33.0,0.8558120696638315,0.14084649655731066,0.003341433778857837,Orange,,,
371,3294,2420,854,20,9855,7891.0,1920.0,44.0,0.8007102993404364,0.1948249619482496,0.004464738711314054,Orange,,,
372,3344,2142,1174,28,9927,7215.0,2651.0,61.0,0.7268056814747658,0.2670494610657802,0.006144857459454014,Orange,,,
373,3364,1793,1533,38,10002,6355.0,3561.0,86.0,0.635372925414917,0.35602879424115175,0.008598280343931213,Orange,,,
374,3373,1377,1952,44,10081,5312.0,4659.0,110.0,0.5269318519988097,0.4621565320900704,0.010911615911119929,Yellow,,,
375,3443,1010,2354,79,10180,4180.0,5839.0,161.0,0.4106090373280943,0.5735756385068762,0.015815324165029468,Yellow,,,
376,3464,620,2764,80,10280,3007.0,7070.0,203.0,0.29250972762645916,0.6877431906614786,0.019747081712062256,Yellow,,,
377,3528,346,3082,100,10435,1976.0,8200.0,259.0,0.18936272160996645,0.785816962146622,0.024820316243411595,Yellow,,,
378,3525,159,3240,126,10517,1125.0,9086.0,306.0,0.10696966815631834,0.863934582105163,0.02909574973851859,Yellow,,,
379,3461,60,3212,189,10514,565.0,9534.0,415.0,0.05373787331177478,0.9067909454061251,0.03947118128210006,Yellow,,,
380,3325,31,3039,255,10311,250.0,9491.0,570.0,0.024245950926195324,0.9204732809620794,0.055280768111725345,Yellow,,,
381,3237,2,2883,352,10023,93.0,9134.0,796.0,0.009278659084106555,0.9113040007981642,0.07941734011772922,Yellow,,,
382,3252,11,2746,495,9814,44.0,8668.0,1102.0,0.004483391073975953,0.8832280415732627,0.11228856735276137,Yellow,,,
383,3254,12,2561,681,9743,25.0,8190.0,1528.0,0.002565944780868316,0.8406035102124603,0.15683054500667146,Yellow,,,
384,3270,18,2315,937,9776,41.0,7622.0,2113.0,0.004193944353518822,0.7796644844517185,0.21614157119476268,Yellow,,,
385,3335,37,2031,1267,9859,67.0,6907.0,2885.0,0.006795821077188356,0.7005781519423877,0.292626026980424,Yellow,,,
386,3346,53,1664,1629,9951,108.0,6010.0,3833.0,0.010853180584865842,0.6039594010652196,0.3851874183499146,Yellow,,,
387,3353,51,1285,2017,10034,141.0,4980.0,4913.0,0.01405222244369145,0.496312537372932,0.4896352401833765,Blue,,,
388,3393,71,900,2422,10092,175.0,3849.0,6068.0,0.01734046769718589,0.3813912009512485,0.6012683313515655,Blue,,,
389,3372,72,518,2782,10118,194.0,2703.0,7221.0,0.019173749752915595,0.26714765763984977,0.7136785926072347,Blue,,,
390,3381,94,252,3035,10146,237.0,1670.0,8239.0,0.023358959195742164,0.16459688547210724,0.8120441553321506,Blue,,,
391,3394,130,127,3137,10147,296.0,897.0,8954.0,0.029171183601064354,0.08840051246673894,0.8824283039321967,Blue,,,
392,3406,183,38,3185,10181,407.0,417.0,9357.0,0.0399764266771437,0.040958648462822905,0.9190649248600334,Blue,,,
393,3263,262,8,2993,10063,575.0,173.0,9315.0,0.05714001788730995,0.017191692338268907,0.9256682897744212,Blue,,,
394,3202,351,9,2842,9871,796.0,55.0,9020.0,0.0806402593455577,0.005571877216087529,0.9137878634383548,Blue,,,
395,3196,495,12,2689,9661,1108.0,29.0,8524.0,0.11468792050512369,0.003001759652209916,0.8823103198426664,Blue,,,
396,3206,695,8,2503,9604,1541.0,29.0,8034.0,0.1604539775093711,0.0030195751770095793,0.8365264473136194,Blue,,,
397,3190,923,8,2259,9592,2113.0,28.0,7451.0,0.22028773978315264,0.0029190992493744786,0.7767931609674729,Blue,,,
398,3253,1238,36,1979,9649,2856.0,52.0,6741.0,0.2959892216810032,0.005389159498393616,0.6986216188206031,Blue,,,
399,3309,1634,41,1634,9752,3795.0,85.0,5872.0,0.3891509433962264,0.008716160787530763,0.6021328958162429,Orange,,,
400,3334,2063,50,1221,9896,4935.0,127.0,4834.0,0.49868633791430883,0.012833468067906225,0.488480194017785,Orange,,,
401,3314,2423,72,819,9957,6120.0,163.0,3674.0,0.6146429647484182,0.01637039268856081,0.368986642563021,Orange,,,
402,3344,2768,76,500,9992,7254.0,198.0,2540.0,0.7259807846277022,0.019815852682145717,0.25420336269015215,Orange,,,
403,3361,3000,85,276,10019,8191.0,233.0,1595.0,0.8175466613434474,0.023255813953488372,0.15919752470306417,Orange,,,
404,3388,3132,133,123,10093,8900.0,294.0,899.0,0.8817992668185871,0.029129099375805014,0.08907163380560784,Orange,,,
405,3405,3178,174,53,10154,9310.0,392.0,452.0,0.916880047272011,0.03860547567461099,0.04451447705337798,Orange,,,
406,3285,3013,252,20,10078,9323.0,559.0,196.0,0.9250843421313752,0.05546735463385592,0.019448303234768802,Orange,,,
407,3270,2917,346,7,9960,9108.0,772.0,80.0,0.9144578313253012,0.07751004016064257,0.008032128514056224,Orange,,,
408,3296,2800,483,13,9851,8730.0,1081.0,40.0,0.8862044462491118,0.10973505227895645,0.004060501471931784,Orange,,,
409,3285,2595,683,7,9851,8312.0,1512.0,27.0,0.8437722058674246,0.15348695563902143,0.002740838493553954,Orange,,,
410,3298,2369,915,14,9879,7764.0,2081.0,34.0,0.7859095050106286,0.2106488510982893,0.0034416438910820934,Orange,,,
411,3284,2038,1220,26,9867,7002.0,2818.0,47.0,0.7096381878990574,0.285598459511503,0.004763352589439546,Orange,,,
412,3313,1661,1614,38,9895,6068.0,3749.0,78.0,0.6132390096008085,0.378878221323901,0.007882769075290551,Orange,,,
413,3352,1320,1970,62,9949,5019.0,4804.0,126.0,0.5044728113378228,0.48286259925620667,0.012664589405970449,Yellow,,,
414,3358,857,2427,74,10023,3838.0,6011.0,174.0,0.3829192856430211,0.5997206425221989,0.017360071834780007,Yellow,,,
415,3429,562,2781,86,10139,2739.0,7178.0,222.0,0.2701449847124963,0.7079593648288786,0.02189565045862511,Yellow,,,
416,3406,292,3003,111,10193,1711.0,8211.0,271.0,0.167860296281762,0.8055528303737859,0.026586873344452075,Yellow,,,
417,3386,135,3106,145,10221,989.0,8890.0,342.0,0.09676156931807064,0.8697779082281577,0.033460522453771645,Yellow,,,
418,3361,60,3099,202,10153,487.0,9208.0,458.0,0.0479661183886536,0.9069240618536393,0.04510981975770708,Yellow,,,
419,3322,21,3024,277,10069,216.0,9229.0,624.0,0.021451981328831065,0.916575628165657,0.06197239050551197,Yellow,,,
420,3282,2,2891,389,9965,83.0,9014.0,868.0,0.008329152032112394,0.9045659809332665,0.08710486703462117,Yellow,,,
421,3268,8,2719,541,9872,31.0,8634.0,1207.0,0.003140194489465154,0.8745948136142626,0.12226499189627228,Yellow,,,
422,3267,12,2506,749,9817,22.0,8116.0,1679.0,0.0022410104920036673,0.8267291433228073,0.17102984618518896,Yellow,,,
423,3309,22,2266,1021,9844,42.0,7491.0,2311.0,0.004266558309630231,0.7609711499390491,0.2347622917513206,Yellow,,,
424,3340,40,1949,1351,9916,74.0,6721.0,3121.0,0.007462686567164179,0.677793465106898,0.3147438483259379,Yellow,,,
425,3328,33,1555,1740,9977,95.0,5770.0,4112.0,0.009521900370852961,0.5783301593665431,0.412147940262604,Blue,,,
426,3331,68,1134,2129,9999,141.0,4638.0,5220.0,0.014101410141014101,0.46384638463846384,0.5220522052205221,Blue,,,
427,3384,83,746,2555,10043,184.0,3435.0,6424.0,0.01832121875933486,0.3420292741212785,0.6396495071193866,Blue,,,
428,3383,73,445,2865,10098,224.0,2325.0,7549.0,0.022182610417904536,0.23024361259655376,0.7475737769855417,Blue,,,
