,NewGenPopulation,NewGenOrange,NewGenYellow,NewGenBlue,TotalPop,TotalOrange,TotalYellow,TotalBlue,ShareOrange,ShareYellow,ShareBlue,BestStrategy,Pred_O,Pred_Y,Pred_B
429,3374,124,206,3044,10141,280.0,1397.0,8464.0,0.027610689281135983,0.13775761759195346,0.8346316931269105,Blue,,,
430,3355,158,96,3101,10112,355.0,747.0,9010.0,0.035106803797468354,0.07387262658227849,0.8910205696202531,Blue,,,
431,3347,214,40,3093,10076,496.0,342.0,9238.0,0.04922588328701866,0.03394204049225883,0.9168320762207225,Blue,,,
432,3267,312,21,2934,9969,684.0,157.0,9128.0,0.06861269936804093,0.01574882134617314,0.9156384792857859,Blue,,,
433,3261,429,14,2818,9875,955.0,75.0,8845.0,0.09670886075949367,0.007594936708860759,0.8956962025316456,Blue,,,
434,3255,585,10,2660,9783,1326.0,45.0,8412.0,0.13554124501686599,0.004599816007359705,0.8598589389757743,Blue,,,
435,3262,819,18,2425,9778,1833.0,42.0,7903.0,0.18746164859889547,0.004295356923706279,0.8082429944773982,Blue,,,
436,3275,1089,38,2148,9792,2493.0,66.0,7233.0,0.2545955882352941,0.006740196078431373,0.7386642156862745,Blue,,,
437,3284,1426,34,1824,9821,3334.0,90.0,6397.0,0.3394766317075654,0.009164036248854495,0.6513593320435801,Blue,,,
438,3305,1841,39,1425,9864,4356.0,111.0,5397.0,0.4416058394160584,0.011253041362530414,0.5471411192214112,Orange,,,
439,3318,2250,51,1017,9907,5517.0,124.0,4266.0,0.5568789744625012,0.012516402543656002,0.4306046229938427,Orange,,,
440,3338,2608,67,663,9961,6699.0,157.0,3105.0,0.6725228390723823,0.015761469731954622,0.3117156911956631,Orange,,,
441,3353,2887,94,372,10009,7745.0,212.0,2052.0,0.7738035767808972,0.021180937156559096,0.20501548606254372,Orange,,,
442,3332,3078,112,142,10023,8573.0,273.0,1177.0,0.8553327347101666,0.027237354085603113,0.11742991120423027,Orange,,,
443,3341,3128,147,66,10026,9093.0,353.0,580.0,0.9069419509275882,0.035208458009176144,0.05784959106323559,Orange,,,
444,3323,3085,212,26,9996,9291.0,471.0,234.0,0.9294717887154862,0.04711884753901561,0.0234093637454982,Orange,,,
445,3229,2933,290,6,9893,9146.0,649.0,98.0,0.9244920650965329,0.06560194076619832,0.009905994137268776,Orange,,,
446,3224,2801,410,13,9776,8819.0,912.0,45.0,0.902107201309329,0.09328968903436989,0.004603109656301146,Orange,,,
447,3250,2658,574,18,9703,8392.0,1274.0,37.0,0.8648871483046481,0.13129959806245492,0.003813253632897042,Orange,,,
448,3303,2475,803,25,9777,7934.0,1787.0,56.0,0.8114963690293546,0.18277590262861818,0.0057277283420272065,Orange,,,
449,3318,2202,1087,29,9871,7335.0,2464.0,72.0,0.7430858069091277,0.2496200992807213,0.007294093810150947,Orange,,,
450,3363,1876,1450,37,9984,6553.0,3340.0,91.0,0.6563501602564102,0.3345352564102564,0.009114583333333334,Orange,,,
451,3385,1491,1852,42,10066,5569.0,4389.0,108.0,0.5532485595072522,0.43602225312934634,0.01072918736340155,Yellow,,,
452,3380,1073,2255,52,10128,4440.0,5557.0,131.0,0.43838862559241704,0.5486769352290679,0.012934439178515007,Yellow,,,
453,3386,714,2592,80,10151,3278.0,6699.0,174.0,0.3229238498670082,0.6599349817751946,0.017141168357797262,Yellow,,,
454,3399,415,2896,88,10165,2202.0,7743.0,220.0,0.21662567634038368,0.7617314313821938,0.02164289227742253,Yellow,,,
455,3424,194,3110,120,10209,1323.0,8598.0,288.0,0.1295915368792242,0.8421980605348223,0.02821040258595357,Yellow,,,
456,3473,111,3185,177,10296,720.0,9191.0,385.0,0.06993006993006994,0.8926767676767676,0.03739316239316239,Yellow,,,
457,3374,38,3103,233,10271,343.0,9398.0,530.0,0.033394995618732354,0.9150034076526141,0.05160159672865349,Yellow,,,
458,3272,17,2929,326,10119,166.0,9217.0,736.0,0.01640478308133215,0.9108607569917976,0.07273445992687025,Yellow,,,
459,3289,14,2821,454,9935,69.0,8853.0,1013.0,0.006945143432310015,0.8910920986411676,0.1019627579265224,Yellow,,,
460,3288,9,2642,637,9849,40.0,8392.0,1417.0,0.0040613260229464924,0.8520661996141741,0.14387247436287948,Yellow,,,
461,3319,13,2432,874,9896,36.0,7895.0,1965.0,0.003637833468067906,0.7977970897332255,0.19856507679870655,Yellow,,,
462,3305,24,2111,1170,9912,46.0,7185.0,2681.0,0.004640839386602098,0.7248789346246973,0.2704802259887006,Yellow,,,
463,3328,50,1754,1524,9952,87.0,6297.0,3568.0,0.008741961414790996,0.6327371382636656,0.35852090032154343,Yellow,,,
464,3310,48,1372,1890,9943,122.0,5237.0,4584.0,0.012269938650306749,0.526702202554561,0.46102785879513225,Blue,,,
465,3363,58,986,2319,10001,156.0,4112.0,5733.0,0.015598440155984402,0.41115888411158885,0.5732426757324267,Blue,,,
466,3373,84,629,2660,10046,190.0,2987.0,6869.0,0.018913000199084214,0.297332271550866,0.6837547282500498,Blue,,,
467,3374,94,344,2936,10110,236.0,1959.0,7915.0,0.02334322453016815,0.1937685459940653,0.7828882294757665,Blue,,,
468,3395,119,164,3112,10142,297.0,1137.0,8708.0,0.02928416485900217,0.11210806547032144,0.8586077696706764,Blue,,,
469,3392,172,62,3158,10161,385.0,570.0,9206.0,0.037889971459502014,0.05609684086211987,0.9060131876783781,Blue,,,
470,3292,235,16,3041,10079,526.0,242.0,9311.0,0.05218771703542018,0.024010318483976584,0.9238019644806033,Blue,,,
471,3254,333,7,2914,9938,740.0,85.0,9113.0,0.07446166230629905,0.008553028778426243,0.9169853089152747,Blue,,,
472,3259,466,10,2783,9805,1034.0,33.0,8738.0,0.10545639979602243,0.0033656297807241205,0.8911779704232534,Blue,,,
473,3262,643,15,2604,9775,1442.0,32.0,8301.0,0.14751918158567776,0.0032736572890025577,0.8492071611253197,Blue,,,
474,3284,893,16,2375,9805,2002.0,41.0,7762.0,0.20418154003059663,0.004181540030596635,0.7916369199388067,Blue,,,
475,3320,1193,30,2097,9866,2729.0,61.0,7076.0,0.2766065274680722,0.00618285019258058,0.7172106223393473,Blue,,,
476,3316,1565,30,1721,9920,3651.0,76.0,6193.0,0.3680443548387097,0.007661290322580645,0.6242943548387097,Blue,,,
477,3353,1990,56,1307,9989,4748.0,116.0,5125.0,0.4753228551406547,0.011612774051456602,0.5130643708078887,Orange,,,
478,3329,2397,59,873,9998,5952.0,145.0,3901.0,0.5953190638127626,0.014502900580116024,0.39017803560712144,Orange,,,
479,3405,2770,76,559,10087,7157.0,191.0,2739.0,0.7095271141072668,0.01893526321007237,0.27153762268266085,Orange,,,
480,3378,2983,97,298,10112,8150.0,232.0,1730.0,0.8059731012658228,0.022943037974683545,0.17108386075949367,Orange,,,
481,3382,3131,122,129,10165,8884.0,295.0,986.0,0.8739793408755534,0.029021151008362025,0.0969995081160846,Orange,,,
482,3406,3173,175,58,10166,9287.0,394.0,485.0,0.9135353137910682,0.03875663977965768,0.04770804642927405,Orange,,,
483,3256,2986,246,24,10044,9290.0,543.0,211.0,0.9249303066507367,0.0540621266427718,0.021007566706491437,Orange,,,
484,3255,2902,339,14,9917,9061.0,760.0,96.0,0.9136835736613895,0.07663607945951396,0.009680346879096502,Orange,,,
485,3245,2769,468,8,9756,8657.0,1053.0,46.0,0.8873513735137352,0.10793357933579335,0.004715047150471505,Orange,,,
486,3275,2608,657,10,9775,8279.0,1464.0,32.0,0.8469565217391304,0.149769820971867,0.0032736572890025577,Orange,,,
487,3298,2374,906,18,9818,7751.0,2031.0,36.0,0.789468323487472,0.20686494194336932,0.003666734569158688,Orange,,,
488,3336,2059,1234,43,9909,7041.0,2797.0,71.0,0.7105661519830457,0.28226864466646484,0.007165203350489454,Orange,,,
489,3376,1712,1619,45,10010,6145.0,3759.0,106.0,0.6138861138861139,0.37552447552447554,0.01058941058941059,Orange,,,
490,3366,1276,2045,45,10078,5047.0,4898.0,133.0,0.5007938082952967,0.48600912879539593,0.013197062909307403,Yellow,,,
491,3429,909,2437,83,10171,3897.0,6101.0,173.0,0.38314816635532395,0.5998426900009832,0.017009143643692853,Yellow,,,
492,3433,552,2777,104,10228,2737.0,7259.0,232.0,0.2675987485334376,0.709718420023465,0.02268283144309738,Yellow,,,
493,3430,276,3021,133,10292,1737.0,8235.0,320.0,0.16877186164010882,0.8001360279828993,0.03109211037699184,Yellow,,,
494,3472,144,3158,170,10335,972.0,8956.0,407.0,0.09404934687953556,0.8665699080793421,0.0393807450411224,Yellow,,,
495,3462,62,3156,244,10364,482.0,9335.0,547.0,0.04650714010034736,0.9007140100347356,0.05277884986491702,Yellow,,,
496,3356,12,3009,335,10290,218.0,9323.0,749.0,0.02118561710398445,0.9060252672497571,0.0727891156462585,Yellow,,,
497,3284,9,2825,450,10102,83.0,8990.0,1029.0,0.008216194812908336,0.8899227875668184,0.10186101762027322,Yellow,,,
498,3306,22,2654,630,9946,43.0,8488.0,1415.0,0.004323346068771365,0.8534084053891011,0.1422682485421275,Yellow,,,
499,3318,8,2440,870,9908,39.0,7919.0,1950.0,0.003936213161081954,0.7992531287848204,0.1968106580540977,Yellow,,,
500,3324,34,2120,1170,9948,64.0,7214.0,2670.0,0.006433453960595094,0.7251708886208283,0.26839565741857657,Yellow,,,
501,3323,36,1771,1516,9965,78.0,6331.0,3556.0,0.007827395885599598,0.6353236327145008,0.35684897139989963,Yellow,,,
502,3317,39,1375,1903,9964,109.0,5266.0,4589.0,0.010939381774387797,0.5285026093938178,0.4605580088317945,Blue,,,
503,3349,67,974,2308,9989,142.0,4120.0,5727.0,0.014215637200921014,0.4124536990689759,0.5733306637301031,Blue,,,
504,3348,94,619,2635,10014,200.0,2968.0,6846.0,0.019972039145196723,0.2963850609147194,0.6836428999400839,Blue,,,
505,3375,91,350,2934,10072,252.0,1943.0,7877.0,0.025019857029388404,0.19291104050833996,0.7820691024622717,Blue,,,
506,3387,129,166,3092,10110,314.0,1135.0,8661.0,0.03105835806132542,0.11226508407517309,0.8566765578635015,Blue,,,
507,3417,186,70,3161,10179,406.0,586.0,9187.0,0.039886039886039885,0.057569505845367915,0.9025444542685922,Blue,,,
508,3377,248,18,3111,10181,563.0,254.0,9364.0,0.05529908653373932,0.024948433356251843,0.9197524801100089,Blue,,,
509,3260,354,17,2889,10054,788.0,105.0,9161.0,0.07837676546648101,0.010443604535508256,0.9111796299980107,Blue,,,
510,3276,485,1,2790,9913,1087.0,36.0,8790.0,0.10965398971048118,0.0036315948754161204,0.8867144154141027,Blue,,,
511,3274,681,10,2583,9810,1520.0,28.0,8262.0,0.15494393476044852,0.002854230377166157,0.8422018348623853,Blue,,,
512,3311,922,18,2371,9861,2088.0,29.0,7744.0,0.21174323090964406,0.0029408782070783897,0.7853158908832776,Blue,,,
513,3367,1268,26,2073,9952,2871.0,54.0,7027.0,0.2884847266881029,0.005426045016077171,0.7060892282958199,Blue,,,
514,3374,1645,46,1683,10052,3835.0,90.0,6127.0,0.3815161161957819,0.008953442101074413,0.6095304417031436,Blue,,,
515,3461,2081,48,1332,10202,4994.0,120.0,5088.0,0.4895118604195256,0.011762399529504019,0.4987257400509704,Orange,,,
516,3552,2552,88,912,10387,6278.0,182.0,3927.0,0.6044093578511601,0.017521902377972465,0.3780687397708674,Orange,,,
517,3561,2892,106,563,10574,7525.0,242.0,2807.0,0.71165121997352,0.022886324947985624,0.2654624550784944,Orange,,,
518,3535,3138,119,278,10648,8582.0,313.0,1753.0,0.8059729526671675,0.02939519158527423,0.16463185574755823,Orange,,,
519,3553,3259,173,121,10649,9289.0,398.0,962.0,0.8722884777913419,0.03737440135223965,0.09033712085641844,Orange,,,
520,3439,3158,226,55,10527,9555.0,518.0,454.0,0.9076660017098889,0.049206801557898736,0.04312719673221241,Orange,,,
521,3296,2954,323,19,10288,9371.0,722.0,195.0,0.9108670295489891,0.07017884914463453,0.01895412130637636,Orange,,,
522,3321,2868,436,17,10056,8980.0,985.0,91.0,0.8929992044550518,0.09795147175815433,0.009049323786793954,Orange,,,
523,3287,2659,615,13,9904,8481.0,1374.0,49.0,0.8563206785137318,0.13873182552504038,0.004947495961227787,Orange,,,
524,3294,2428,845,21,9902,7955.0,1896.0,51.0,0.8033730559482932,0.1914764694001212,0.0051504746515855385,Orange,,,
525,3289,2140,1125,24,9870,7227.0,2585.0,58.0,0.7322188449848024,0.2619047619047619,0.005876393110435664,Orange,,,
526,3326,1792,1494,40,9909,6360.0,3464.0,85.0,0.6418407508325764,0.349581188818246,0.008578060349177515,Orange,,,
527,3348,1387,1908,53,9963,5319.0,4527.0,117.0,0.5338753387533876,0.45438121047877145,0.011743450767841012,Yellow,,,
528,3315,985,2277,53,9989,4164.0,5679.0,146.0,0.41685854439883874,0.5685253779157072,0.014616077685453999,Yellow,,,
529,3348,618,2655,75,10011,2990.0,6840.0,181.0,0.2986714613924683,0.6832484267305964,0.01808011187693537,Yellow,,,
530,3338,347,2903,88,10001,1950.0,7835.0,216.0,0.194980501949805,0.7834216578342166,0.021597840215978402,Yellow,,,
531,3321,141,3057,123,10007,1106.0,8615.0,286.0,0.11052263415609073,0.8608973718397122,0.028579994004197064,Yellow,,,
532,3344,69,3097,178,10003,557.0,9057.0,389.0,0.055683295011496554,0.9054283714885535,0.038888333499950016,Yellow,,,
533,3343,30,3078,235,10008,240.0,9232.0,536.0,0.023980815347721823,0.9224620303756994,0.053557154276578735,Yellow,,,
534,3298,3,2950,345,9985,102.0,9125.0,758.0,0.010215322984476714,0.9138708062093139,0.07591387080620932,Yellow,,,
535,3291,12,2808,471,9932,45.0,8836.0,1051.0,0.004530809504631494,0.8896496173983085,0.10581957309706001,Yellow,,,
536,3285,12,2618,655,9874,27.0,8376.0,1471.0,0.002734454121936399,0.848288434271825,0.1489771116062386,Yellow,,,
537,3290,18,2368,904,9866,42.0,7794.0,2030.0,0.004257044394891546,0.789985809852017,0.20575714575309142,Yellow,,,
538,3293,34,2067,1192,9868,64.0,7053.0,2751.0,0.0064856100526955816,0.7147344953384678,0.2787798946088366,Yellow,,,
539,3262,28,1686,1548,9845,80.0,6121.0,3644.0,0.008125952260030472,0.6217369222955815,0.37013712544438804,Yellow,,,
540,3301,41,1296,1964,9856,103.0,5049.0,4704.0,0.010450487012987012,0.5122767857142857,0.4772727272727273,Blue,,,
541,3335,77,907,2351,9898,146.0,3889.0,5863.0,0.014750454637300466,0.39290765811275,0.5923418872499495,Blue,,,
542,3345,94,547,2704,9981,212.0,2750.0,7019.0,0.021240356677687606,0.2755234946398156,0.7032361486824967,Blue,,,
543,3357,81,290,2986,10037,252.0,1744.0,8041.0,0.025107103716249874,0.17375709873468168,0.8011357975490685,Blue,,,
544,3311,140,114,3057,10013,315.0,951.0,8747.0,0.03145910316588435,0.09497653051033657,0.8735643663237791,Blue,,,
545,3300,168,54,3078,9968,389.0,458.0,9121.0,0.039024879614767256,0.045947030497592294,0.9150280898876404,Blue,,,
546,3298,238,20,3040,9909,546.0,188.0,9175.0,0.05510142294883439,0.01897265112523968,0.9259259259259259,Blue,,,
547,3223,341,9,2873,9821,747.0,83.0,8991.0,0.0760615008654923,0.00845127787394359,0.9154872212605641,Blue,,,
548,3219,471,8,2740,9740,1050.0,37.0,8653.0,0.10780287474332649,0.0037987679671457907,0.8883983572895278,Blue,,,
549,3242,664,14,2564,9684,1476.0,31.0,8177.0,0.1524163568773234,0.003201156546881454,0.8443824865757952,Blue,,,
550,3299,916,20,2363,9760,2051.0,42.0,7667.0,0.21014344262295082,0.00430327868852459,0.7855532786885245,Blue,,,
551,3360,1240,30,2090,9901,2820.0,64.0,7017.0,0.2848197151802848,0.006463993536006464,0.7087162912837087,Blue,,,
552,3407,1636,38,1733,10066,3792.0,88.0,6186.0,0.3767136896483211,0.008742300814623485,0.6145440095370555,Blue,,,
553,3486,2100,46,1340,10253,4976.0,114.0,5163.0,0.4853213693553106,0.011118696966741441,0.5035599336779479,Orange,,,
554,3493,2521,55,917,10386,6257.0,139.0,3990.0,0.6024455998459465,0.013383400731754284,0.38417099942229926,Orange,,,
555,3542,2867,88,587,10521,7488.0,189.0,2844.0,0.7117194183062446,0.017964071856287425,0.2703165098374679,Orange,,,
556,3516,3125,115,276,10551,8513.0,258.0,1780.0,0.8068429532745711,0.024452658515780493,0.16870438820964836,Orange,,,
557,3517,3245,134,138,10575,9237.0,337.0,1001.0,0.8734751773049645,0.03186761229314421,0.09465721040189125,Orange,,,
558,3457,3182,212,63,10490,9552.0,461.0,477.0,0.9105815061963775,0.04394661582459485,0.045471877979027645,Orange,,,
559,3344,3029,290,25,10318,9456.0,636.0,226.0,0.9164566776507075,0.06163985268462881,0.021903469664663694,Orange,,,
560,3290,2890,394,6,10091,9101.0,896.0,94.0,0.9018927757407591,0.08879199286492914,0.009315231394311762,Orange,,,
561,3284,2712,557,15,9918,8631.0,1241.0,46.0,0.8702359346642469,0.12512603347449083,0.004638031861262351,Orange,,,
562,3291,2502,777,12,9865,8104.0,1728.0,33.0,0.8214901165737456,0.17516472377090725,0.003345159655347187,Orange,,,
563,3323,2247,1056,20,9898,7461.0,2390.0,47.0,0.7537886441705395,0.24146292180238432,0.004748434027076177,Orange,,,
564,3289,1852,1398,39,9903,6601.0,3231.0,71.0,0.6665656871655053,0.3262647682520448,0.007169544582449763,Orange,,,
565,3354,1513,1785,56,9966,5612.0,4239.0,115.0,0.5631145896046559,0.42534617700180616,0.01153923339353803,Yellow,,,
566,3394,1102,2229,63,10037,4467.0,5412.0,158.0,0.44505330277971505,0.5392049417156521,0.01574175550463286,Yellow,,,
567,3426,745,2603,78,10174,3360.0,6617.0,197.0,0.33025358757617457,0.6503833300570081,0.01936308236681738,Yellow,,,
568,3451,420,2945,86,10271,2267.0,7777.0,227.0,0.22071852789407068,0.7571804108655438,0.02210106124038555,Yellow,,,
569,3470,213,3141,116,10347,1378.0,8689.0,280.0,0.1331786991398473,0.8397603170000967,0.027060983860056054,Yellow,,,
570,3481,97,3234,150,10402,730.0,9320.0,352.0,0.07017881176696789,0.8959815420111517,0.03383964622188041,Yellow,,,
571,3373,40,3115,218,10324,350.0,9490.0,484.0,0.03390158853157691,0.9192173576133281,0.046881053855094924,Yellow,,,
572,3283,15,2967,301,10137,152.0,9316.0,669.0,0.014994574331656308,0.919009568905988,0.06599585676235573,Yellow,,,
573,3252,6,2834,412,9908,61.0,8916.0,931.0,0.0061566410981025435,0.8998788857488897,0.09396447315300767,Yellow,,,
574,3269,6,2681,582,9804,27.0,8482.0,1295.0,0.0027539779681762548,0.86515707874337,0.1320889432884537,Yellow,,,
575,3283,21,2467,795,9804,33.0,7982.0,1789.0,0.0033659730722154224,0.8141574867401061,0.1824765401876785,Yellow,,,
576,3317,17,2206,1094,9869,44.0,7354.0,2471.0,0.004458405106900395,0.7451616171851252,0.2503799777079745,Yellow,,,
577,3298,39,1823,1436,9898,77.0,6496.0,3325.0,0.007779349363507779,0.6562942008486563,0.3359264497878359,Yellow,,,
578,3311,52,1443,1816,9926,108.0,5472.0,4346.0,0.010880515817046141,0.5512794680636711,0.4378400161192827,Blue,,,
579,3308,53,1047,2208,9917,144.0,4313.0,5460.0,0.014520520318644752,0.43490975093274176,0.5505697287486135,Blue,,,
580,3356,86,686,2584,9975,191.0,3176.0,6608.0,0.019147869674185462,0.31839598997493734,0.6624561403508772,Blue,,,
581,3384,99,393,2892,10048,238.0,2126.0,7684.0,0.023686305732484078,0.2115843949044586,0.7647292993630573,Blue,,,
582,3422,122,214,3086,10162,307.0,1293.0,8562.0,0.030210588466837236,0.12723873253296594,0.8425506790001969,Blue,,,
583,3400,174,82,3144,10206,395.0,689.0,9122.0,0.038702723887909074,0.06750930825004899,0.893787967862042,Blue,,,
584,3370,250,33,3087,10192,546.0,329.0,9317.0,0.05357142857142857,0.032280219780219783,0.9141483516483516,Blue,,,
585,3270,345,10,2915,10040,769.0,125.0,9146.0,0.07659362549800797,0.01245019920318725,0.9109561752988048,Blue,,,
586,3277,471,5,2801,9917,1066.0,48.0,8803.0,0.10749218513663407,0.004840173439548251,0.8876676414238177,Blue,,,
587,3311,662,19,2630,9858,1478.0,34.0,8346.0,0.14992899168188273,0.003448975451410022,0.8466220328667072,Blue,,,
588,3318,918,19,2381,9906,2051.0,43.0,7812.0,0.20704623460528973,0.004340803553401979,0.7886129618413082,Blue,,,
589,3343,1225,31,2087,9972,2805.0,69.0,7098.0,0.2812876052948255,0.0069193742478941035,0.7117930204572804,Blue,,,
590,3374,1611,42,1721,10035,3754.0,92.0,6189.0,0.374090682610862,0.00916791230692576,0.6167414050822122,Blue,,,
591,3377,2011,51,1315,10094,4847.0,124.0,5123.0,0.48018624925698433,0.012284525460669705,0.5075292252823459,Orange,,,
592,3416,2406,71,939,10167,6028.0,164.0,3975.0,0.5928985934887381,0.016130618668240386,0.39097078784302153,Orange,,,
593,3462,2794,78,590,10255,7211.0,200.0,2844.0,0.7031691857630424,0.019502681618722574,0.277328132618235,Orange,,,
594,3433,3055,90,288,10311,8255.0,239.0,1817.0,0.8006012995829697,0.023179129085442732,0.17621957133158764,Orange,,,
595,3457,3194,119,144,10352,9043.0,287.0,1022.0,0.8735510046367851,0.027724111282843893,0.09872488408037094,Orange,,,
596,3440,3218,173,49,10330,9467.0,382.0,481.0,0.9164569215876089,0.036979670861568247,0.04656340755082285,Orange,,,
597,3260,3004,232,24,10157,9416.0,524.0,217.0,0.9270453874175445,0.051590036428079154,0.021364576154376293,Orange,,,
598,3221,2895,322,4,9921,9117.0,727.0,77.0,0.9189597822800121,0.07327890333635723,0.007761314383630682,Orange,,,
599,3236,2766,451,19,9717,8665.0,1005.0,47.0,0.8917361325511989,0.10342698363692497,0.004836883811876093,Orange,,,
600,3263,2612,635,16,9720,8273.0,1408.0,39.0,0.8511316872427983,0.1448559670781893,0.004012345679012346,Orange,,,
601,3248,2374,860,14,9747,7752.0,1946.0,49.0,0.7953216374269005,0.1996511747204268,0.005027187852672617,Orange,,,
602,3243,2063,1156,24,9754,7049.0,2651.0,54.0,0.7226778757432848,0.2717859339758048,0.0055361902809103955,Orange,,,
603,3284,1718,1527,39,9775,6155.0,3543.0,77.0,0.6296675191815857,0.3624552429667519,0.007877237851662404,Orange,,,
604,3345,1384,1903,58,9872,5165.0,4586.0,121.0,0.5231969205834684,0.4645461912479741,0.012256888168557536,Yellow,,,
605,3362,950,2350,62,9991,4052.0,5780.0,159.0,0.40556500850765687,0.5785206686017416,0.015914322890601542,Yellow,,,
606,3344,586,2681,77,10051,2920.0,6934.0,197.0,0.2905183563824495,0.6898816038205153,0.01960003979703512,Yellow,,,
607,3356,314,2942,100,10062,1850.0,7973.0,239.0,0.18386006758099782,0.7923871993639435,0.023752733055058636,Yellow,,,
608,3356,120,3104,132,10056,1020.0,8727.0,309.0,0.10143198090692124,0.8678400954653938,0.030727923627684964,Yellow,,,
609,3373,53,3127,193,10085,487.0,9173.0,425.0,0.048289538919186914,0.9095686663361428,0.0421417947446703,Yellow,,,
610,3289,22,3000,267,10018,195.0,9231.0,592.0,0.019464963066480337,0.9214414054701537,0.05909363146336594,Yellow,,,
611,3271,10,2885,376,9933,85.0,9012.0,836.0,0.008557334138729488,0.907278767743884,0.08416389811738649,Yellow,,,
612,3263,12,2733,518,9823,44.0,8618.0,1161.0,0.004479283314669653,0.8773287183141606,0.1181919983711697,Yellow,,,
613,3294,22,2548,724,9828,44.0,8166.0,1618.0,0.004477004477004477,0.8308913308913309,0.16463166463166462,Yellow,,,
614,3289,23,2291,975,9846,57.0,7572.0,2217.0,0.00578915295551493,0.7690432663010359,0.22516758074344911,Yellow,,,
615,3322,33,1977,1312,9905,78.0,6816.0,3011.0,0.007874810701665826,0.6881373043917214,0.3039878849066128,Yellow,,,
616,3359,48,1607,1704,9970,104.0,5875.0,3991.0,0.010431293881644935,0.5892678034102307,0.40030090270812435,Blue,,,
617,3372,61,1198,2113,10053,142.0,4782.0,5129.0,0.014125136775092013,0.4756789018203521,0.5101959614045558,Blue,,,
618,3356,57,800,2499,10087,166.0,3605.0,6316.0,0.016456825617130962,0.3573907009021513,0.6261524734807178,Blue,,,
619,3363,77,463,2823,10091,195.0,2461.0,7435.0,0.019324150232880786,0.24388068575958774,0.7367951640075314,Blue,,,
620,3407,98,246,3063,10126,232.0,1509.0,8385.0,0.022911317400750544,0.14902231878333005,0.8280663638159195,Blue,,,
621,3388,126,105,3157,10158,301.0,814.0,9043.0,0.029631817286867493,0.08013388462295727,0.8902342980901752,Blue,,,
622,3360,180,34,3146,10155,404.0,385.0,9366.0,0.03978335795174791,0.0379123584441162,0.9223042836041359,Blue,,,
623,3255,251,12,2992,10003,557.0,151.0,9295.0,0.055683295011496554,0.015095471358592422,0.929221233629911,Blue,,,
624,3227,348,8,2871,9842,779.0,54.0,9009.0,0.07915057915057915,0.005486689697216013,0.9153627311522048,Blue,,,
625,3229,487,8,2734,9711,1086.0,28.0,8597.0,0.11183194315724436,0.002883328184533004,0.8852847286582226,Blue,,,
626,3231,681,12,2538,9687,1516.0,28.0,8143.0,0.1564983999174151,0.0028904717662847114,0.8406111283163002,Blue,,,
627,3259,913,31,2315,9719,2081.0,51.0,7587.0,0.21411667867064513,0.0052474534417121105,0.7806358678876427,Blue,,,
628,3260,1230,35,1995,9750,2824.0,78.0,6848.0,0.2896410256410256,0.008,0.7023589743589743,Blue,,,
629,3276,1578,38,1660,9795,3721.0,104.0,5970.0,0.37988769780500253,0.010617662072485962,0.6094946401225115,Blue,,,
630,3305,2003,50,1252,9841,4811.0,123.0,4907.0,0.48887308200386137,0.01249872980388172,0.4986281881922569,Orange,,,
631,3342,2407,64,871,9923,5988.0,152.0,3783.0,0.6034465383452585,0.015317948201148845,0.3812355134535927,Orange,,,
632,3354,2747,75,532,10001,7157.0,189.0,2655.0,0.7156284371562843,0.0188981101889811,0.26547345265473454,Orange,,,
633,3319,2969,93,257,10015,8123.0,232.0,1660.0,0.8110833749375936,0.023165252121817276,0.16575137294058911,Orange,,,
634,3318,3071,128,119,9991,8787.0,296.0,908.0,0.8794915423881493,0.02962666399759784,0.09088179361425283,Orange,,,
635,3310,3090,174,46,9947,9130.0,395.0,422.0,0.9178646828189404,0.039710465466974966,0.04242485171408465,Orange,,,
636,3233,2987,236,10,9861,9148.0,538.0,175.0,0.9276949599432106,0.054558361220971505,0.017746678835817868,Orange,,,
637,3235,2881,343,11,9778,8958.0,753.0,67.0,0.9161382695847822,0.07700961341787686,0.0068521169973409695,Orange,,,
638,3245,2756,477,12,9713,8624.0,1056.0,33.0,0.8878822197055493,0.1087202718006795,0.0033975084937712344,Orange,,,
639,3286,2597,667,22,9766,8234.0,1487.0,45.0,0.8431292238378046,0.15226295310260085,0.004607823059594511,Orange,,,
640,3305,2353,920,32,9836,7706.0,2064.0,66.0,0.7834485563237088,0.20984139894265963,0.0067100447336315575,Orange,,,
641,3332,2082,1222,28,9923,7032.0,2809.0,82.0,0.7086566562531492,0.283079713796231,0.008263629950619772,Orange,,,
642,3376,1704,1620,52,10013,6139.0,3762.0,112.0,0.6131029661440128,0.3757115749525617,0.011185458903425547,Orange,,,
643,3343,1281,2008,54,10051,5067.0,4850.0,134.0,0.5041289423937917,0.48253905084071236,0.01333200676549597,Yellow,,,
644,3348,902,2374,72,10067,3887.0,6002.0,178.0,0.386113042614483,0.5962054236614681,0.017681533724048872,Yellow,,,
645,3347,565,2696,86,10038,2748.0,7078.0,212.0,0.27375971309025704,0.7051205419406257,0.021119744969117355,Yellow,,,
646,3362,320,2953,89,10057,1787.0,8023.0,247.0,0.17768718305657752,0.797752808988764,0.024560007954658448,Yellow,,,
647,3343,135,3068,140,10052,1020.0,8717.0,315.0,0.10147234381217668,0.8671906088340628,0.031337047353760444,Yellow,,,
